Scholarship Name,Deadline,Amount,Description,Location,Years,Link
Charles Abrams Scholarship,Unknown deadline,500,Applicant must be an United States citizen with financial need who has been accepted into a graduate planning program at one of five eligible schools at which Charles Abrams taught. Applicant must be nominated by the program&#039;s department chair and ultimately be in the pursuit of a career as a practicing planner.,No Geographic Restrictions,"['Doctoral-level study', 'Master&#039;s-level study']",https://www.collegescholarships.org/financial-aid/scholarship/charles-abrams-scholarship
American Planning Association Planning Fellowship,Unknown deadline,500,"Applicant must be an African-American, Hispanic, or Native American who is an United States or Canadian citizen with financial need. Applicant must be enrolled in a graduate or undergraduate planning program that is accredited by the Planning Accredited Board.",No Geographic Restrictions,['Master&#039;s-level study'],https://www.collegescholarships.org/financial-aid/scholarship/american-planning-association-planning-fellowship
Vocational Education Scholarship,Unknown deadline,500,Applicant must have a minimum grade average of &quot;B&quot; and be accepted to a two-year college or university. Two letters of recommendation required.,New Hampshire,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/vocational-education-scholarship
Maryland Association of Private Career Schools Scholarship,Unknown deadline,500,Applicant must be a Maryland high school graduate planning to attend a private career school in Maryland. Selection is based upon academic qualifications.,Maryland,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/maryland-association-of-private-career-schools-scholarship
Catholic Daughters of the Americas Graduate Scholarship,Unknown deadline,500,"Applicant must be enrolled in a graduate program at a college or university. Reasons for applying, official transcript of undergraduate work, letter of academic reference from a college or university, and autobiography are required.",No Geographic Restrictions,"['Master&#039;s-level study', 'Doctoral-level study']",https://www.collegescholarships.org/financial-aid/scholarship/catholic-daughters-of-the-americas-graduate-scholarship
Most Worshipful Prince Hall Grand Lodge Scholarship,Unknown deadline,500,Description not available,No Geographic Restrictions,['College freshman'],https://www.collegescholarships.org/financial-aid/scholarship/most-worshipful-prince-hall-grand-lodge-scholarship
Letters Scholarship for Mature Women,Unknown deadline,500,Applicant must be a female U.S. citizen age 35 or over and must submit background.,No Geographic Restrictions,['No Restrictions'],https://www.collegescholarships.org/financial-aid/scholarship/letters-scholarship-for-mature-women
B. Charles Tiney Memorial ASCE Student Chapter/Club Scholarship,Unknown deadline,500,"Applicant must be an ASCE National Student Member in good standing and demonstrate financial need. Selection is based upon appraisal of applicant&#039;s justification, educational plans, academic performance, potential for development, leadership, and financial need.",No Geographic Restrictions,"['College junior', 'College freshman', 'College sophomore']",https://www.collegescholarships.org/financial-aid/scholarship/b-charles-tiney-memorial-asce-student-chapterclub-scholarship
Arthur S. Tuttle Memorial Scholarship,Unknown deadline,500,"Applicant must be a member in good standing of the National ASCE pursuing masters-level study. Selection is based upon appraisal of applicant&#039;s justification, educational plan, academic performance and standing, potential for development, leadership capacity, and financial need.",No Geographic Restrictions,['Master&#039;s-level study'],https://www.collegescholarships.org/financial-aid/scholarship/arthur-s-tuttle-memorial-scholarship
O.H. Ammann Research Fellowship in Structural Engineering,Unknown deadline,500,Applicant must be a National ASCE member in good standing. Award is to encourage the creation of new knowledge in the field of structural design and construction.,No Geographic Restrictions,"['Doctoral-level study', 'Master&#039;s-level study']",https://www.collegescholarships.org/financial-aid/scholarship/oh-ammann-research-fellowship-in-structural-engineering
Freeman Fellowship,Unknown deadline,500,Applicant must be a member of ASCE in good standing. Traveling scholarships are available to members under age 45.,No Geographic Restrictions,['Doctoral-level study'],https://www.collegescholarships.org/financial-aid/scholarship/freeman-fellowship
ACLS Fellowship,Unknown deadline,500,"Applicant must be a U.S. citizen or permanent resident, have held the Ph.D. for at least two years, and have not had a supported research leave for at least three years. Award is for postdoctoral research in all disciplines of the humanities and humanities-related social sciences. Applications must be submitted through the ACLS Online Fellowship Application system (OFA). OFA is accessible through the Fellowship and Grant Programs section of the web site.",No Geographic Restrictions,['Doctoral-level study'],https://www.collegescholarships.org/financial-aid/scholarship/acls-fellowship
Operations and Power Division (OPD) Scholarship,Unknown deadline,500,"Applicant must be a U.S. citizen or permanent resident enrolled in a course of study relating to a degree in nuclear science and technology. Applicant must be sponsored by an ANS local section, division, student branch, committee member or organization member.",No Geographic Restrictions,"['College senior', 'College junior']",https://www.collegescholarships.org/financial-aid/scholarship/operations-and-power-division-opd-scholarship
TRW Scholarship,Unknown deadline,500,"Applicant must be a woman and have a minimum 3.0 GPA. Applicant must be in an ABET-accredited engineering program, engineering at SWE-approved institution, or computer science in a CSAB-accredited program or at an ABET-accredited or SWE-approved institution.",No Geographic Restrictions,['College sophomore'],https://www.collegescholarships.org/financial-aid/scholarship/trw-scholarship
Community Action Grant,Unknown deadline,500,"Applicant must be a woman and a U.S. citizen or permanent resident. Proposed activity must have direct community or public impact and relate to education and equity for women and girls. Applicant may apply for one grant only. One-year grants ($2,000-$7000 over one year) provide seed money for new projects. Two year grants (5,000-10,000 over two years) provide start-up funds for longer-term programs that address the particular needs of the community and develop girls&#039; sense of efficacy through leadership or advocacy opportunities.",No Geographic Restrictions,"['Other postgraduate-level study', 'Doctoral-level study', 'Master&#039;s-level study']",https://www.collegescholarships.org/financial-aid/scholarship/community-action-grant
